ts,round,wave,agent,x_families,y,model,split,metric,value,coverage,notes
2026-09-19T04:27,R4,4,87c77f5b,C,-,zero_in_qa,train,rho_zero_in_vs_size,-0.4288332758663655,1.0000,share=-0.5001 days=-0.5087 ntx=-0.5142 SIZE=YES
2026-09-19T04:27,R4,4,87c77f5b,C,y6_zero_in_3,zero_in_qa,train,jaccard_zero_in_vs_y6,0.28589580686149935,1.0000,rho=0.3906043239530135 leak=False n_both=17083
2026-09-19T04:27,R4,4,87c77f5b,C,y3_recover_cash_6m,zero_in_qa,train_cv,auroc_c_zero_in_month_lag1,0.5517027085750655,1.0000,now=0.5800 lag3=0.5509 q6=KEEP
2026-09-19T04:27,R4,4,87c77f5b,C,-,zero_in_qa,train,icc_c_zero_in_share_6,0.9729284140707007,1.0000,acf1=0.866 confirm087=True trait=True demean=0.6483349291899319
2026-09-19T04:27,R4,4,87c77f5b,C,y3_recover_cash_6m,zero_in_qa,train_cv,auroc_all_out_busy,0.5543187256883437,1.0000,"empty_of_z=0.358 allout_of_z=0.642 pile=all-out (txs, no amount>0)"
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,a_io_ratio_cov,0.8852389280143688,0.8852,quote=0.885 ok=True
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,a_growth_3_cov,0.6395991870302973,0.6396,quote=0.640 ok=True
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,a_growth_12_cov,0.26468781018102755,0.2647,quote=0.265 ok=True empty_short=True
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_io_ratio,0.5648087509725896,1.0000,size=0.6166 days=0.7114 beat=-0.0518 x=DROP from the 44
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_growth_3,0.5147538069516242,1.0000,neg=0.5148 naive40=0.5533 sign=-1 x=DROP from the 44
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_growth_12,0.525605052252187,0.2647,beat=-0.0910 q6=CLOSE as Q6 x=CLOSE as Q6
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_growth_3_resid_both,0.5215639070333621,1.0000,r_size=0.5263 r_days=0.5280 died=True
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_naive_crash40,0.5532676718622447,1.0000,mr_only=False plus=0.5148 minus=0.5148 acf3=-0.433
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,a_io_ratio_clip3_share,0.14939398793315178,1.0000,dummy=False n_clip=2798 flag=0.5220
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,a_growth_12_icc,0.9035715173105804,1.0000,g3_icc=0.704 io_icc=0.702 trait=True
2026-09-19T04:28,R4,4,f4320aab,A,-,growth_qa,train,dark_vs_erp_g12_cov,0.16708578460353418,1.0000,erp=0.2253 confirm744_470=True same=False
2026-09-19T04:28,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_growth_3_lag1,0.4672752307081468,1.0000,now=0.5148 lag3=0.4071 q6=CLOSE as Q6
2026-09-19T04:30,R4,4,87c77f5b,C,y3_recover_cash_6m,zero_in_qa,train_cv,auroc_zero_in_resid_opin_sz,0.5199324965419012,1.0000,share_left=0.5260 opin_y3=0.6765 rho_m=-0.5075
2026-09-19T04:30,R4,4,87c77f5b,C,y6_zero_in_3,zero_in_qa,train_cv,auroc_y6_vs_size,0.853718988095431,1.0000,opin=0.8780 inv=True p_y6_z=0.437
2026-09-19T04:30,R4,4,87c77f5b,C,y3_recover_cash_6m,zero_in_qa,train_cv,auroc_share6_resid_days_size,0.4943517876723469,1.0000,z=0.5385 dem_days=0.6862 lives=False
2026-09-19T04:30,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_mom_crash40,0.5849374967462534,1.0000,mom=0.6004 javier=False y2=0.4846
2026-09-19T04:30,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_a_growth_3_comean,0.6641797464160639,1.0000,after_both=0.5311 style=True died=True
2026-09-19T04:30,R4,4,f4320aab,A,-,growth_qa,holdout,holdout_late_n,69,1.0000,n_co=72 short=29 lock=True g12_late=0.1469
2026-09-19T04:31,R4,4,f4320aab,A,y3_recover_cash_6m,growth_qa,train_cv,auroc_mom_in_resid_both,0.5627852234789229,1.0000,raw=0.6004 g3_non=0.5207 dies=True
2026-09-19T04:32,R4,4,0c3bf32d,E,-,credit_note_qa,train,e_credit_note_ratio_cov,0.5297064801247814,0.5297,dark_nan=True n_dark=470 modal=0.5773 zero=0.5773
2026-09-19T04:32,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train,rho_cn_vs_issued_lag1,0.2374459658391993,1.0000,issued=0.2505 dso=-0.0504 size=0.2094 twin=False
2026-09-19T04:32,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train_cv,auroc_e_credit_note_ratio,0.5447659526498946,0.9791,vs_issued_lag1=0.6295 night=0.630 leftover=0.5972 y7=KEEP
2026-09-19T04:32,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train_cv,auroc_cn_resid_issued_lag1,0.5971979472301956,1.0000,after_issued=0.6001 after_dso=0.4785 lives=True thin=False
2026-09-19T04:32,R4,4,0c3bf32d,E,y3_recover_cash_6m,credit_note_qa,train_cv,auroc_e_credit_note_ratio,0.5786884576655431,0.5451,size=0.6166 days=0.7114 leftover_days=0.5602 y3=CLOSE / DROP from the 44
2026-09-19T04:32,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train_cv,auroc_cn_lag1_short,0.5421998514642249,1.0000,q6_quoted=0.542 confirm=True q6=CLOSE
2026-09-19T04:32,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train_cv,auroc_cn_fold4,0.608,1.0000,issued_lag1_f4=0.6470 resid_f4=0.6310 turnover_f4=0.680 issued_owns=False
2026-09-19T04:32,R4,4,0c3bf32d,E,-,credit_note_qa,train,icc_e_credit_note_ratio,0.8281125640400293,1.0000,quote=0.83 confirm=True y7_demean=0.5082 trait=True
2026-09-19T04:32,R4,4,0c3bf32d,E,-,credit_note_qa,train,dark470_cn_nn,1.0,0.3871,must_be_nan=True holdout_dark_nn=0
2026-09-19T04:32,R4,4,0c3bf32d,E,-,credit_note_qa,train,token_canon_mass,0.0,1.0000,kind=fallback note=0.9859 refund=0.0141 mostly_refund=False
2026-09-19T04:33,R4,4,0c3bf32d,E,y7_top1_lost,credit_note_qa,train_cv,auroc_cn_demean_resid_issued,0.509170882041696,1.0000,demean=0.5082 shock=False q5=KEEP-Q5 footnote
2026-09-19T04:36,R4,4,47815ca4,E,y7_top1_lost,delay_qa,train_cv,auroc_e_delay_coll,0.5738177772246603,0.3191,iss=0.6295 dso=0.4311 leftover_both=0.5835 y7=KEEP
2026-09-19T04:36,R4,4,47815ca4,E,y7_top1_lost,delay_qa,train_cv,auroc_delay_resid_dso_issued,0.5835016378425752,0.3191,after_dso=0.5814 after_iss=0.5835 lives=True twin_dso=False
2026-09-19T04:36,R4,4,47815ca4,E,y3_recover_cash_6m,delay_qa,train_cv,auroc_e_delay_coll,0.5121883484755092,0.3191,days=0.7114 leftover_days=0.4271 y3=CLOSE / DROP from the 44
2026-09-19T04:36,R4,4,47815ca4,E,-,delay_qa,train,rho_delay_coll_vs_dso,0.21365518147698065,0.3191,issued_lag1=-0.0528 od30=0.2360 size=-0.1008 days=-0.0536
2026-09-19T04:36,R4,4,47815ca4,E,y7_top1_lost,delay_qa,train_cv,auroc_ar_overdue_resid_3m,0.5085777853100669,0.4641,window=CLOSE r2=0.7439 javier_ar=0.9222
2026-09-19T04:36,R4,4,47815ca4,E,y7_top1_lost,delay_qa,train_cv,auroc_e_delay_coll_lag1_short,0.5761584068723596,0.5734,q6=CLOSE early_cov=0.0000 empty_early=True
2026-09-19T04:36,R4,4,47815ca4,E,-,delay_qa,train,delay_early6_finite_share,0.0,1.0000,dark_nan=True n_dark=470 mask_ok=True delay_same=True
2026-09-19T04:38,R4,4,47815ca4,E,y7_top1_lost,delay_qa,train_cv,auroc_delay_coll_demean,0.5214089026808404,0.3191,icc=0.9216 co_mean=0.5692 style=True samen=0.5835
2026-09-19T04:40,R4,4,86399952,E,-,pending_qa,train,e_pending_amt_share_cov,0.603204613130406,0.6032,quote=0.603 dark_nn=0 dark_co=470 nan=8395 ok=True
2026-09-19T04:40,R4,4,86399952,E,y7_top1_lost,pending_qa,train,rho_pending_vs_dso,0.4917869018962018,1.0000,overdue=0.0172 delay=0.0164 issued_lag1=-0.0558 j=-0.0935 size=0.0628 twin=False
2026-09-19T04:40,R4,4,86399952,E,y7_top1_lost,pending_qa,train_cv,auroc_e_pending_amt_share,0.4200198705808629,0.6032,vs_size=0.4686 vs_issued_lag1=0.6295 vs_dso=0.4311 y7=DROP turnpend=0.7184
2026-09-19T04:40,R4,4,86399952,E,y7_top1_lost,pending_qa,train_cv,auroc_pending_resid_dso,0.420997753696128,1.0000,after_issued_lag1=0.4180 after_both=0.4186 rank_dso=0.4607 lives_dso=False lives_iss=False
2026-09-19T04:40,R4,4,86399952,E,y3_recover_cash_6m,pending_qa,train_cv,auroc_e_pending_amt_share,0.48364022425024034,0.6032,size=0.6166 days=0.7114 leftover_days=0.4434 y3=DROP
2026-09-19T04:40,R4,4,86399952,E,y7_top1_lost,pending_qa,train_cv,auroc_pending_lag1,0.43000144360050135,1.0000,now=0.4200 lag3=0.4425 early_cov=0.5835 delay_early=0.0000 q6=CLOSE
2026-09-19T04:40,R4,4,86399952,E,-,pending_qa,train,icc_e_pending_amt_share,0.9707329280026166,1.0000,eta2=0.6722 quote=0.97 trait=True demean_y7=0.5413
2026-09-19T04:40,R4,4,86399952,E,-,pending_qa,train,pending_lose_44,1.0,0.6032,overall=DROP y7=DROP y3=DROP leftover_y7=0.4210 leftover_y3=0.4434
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_has_card,0.551212850428781,1.0000,orient replica G=0.551 confirm=True size=0.6166 days=0.7114
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_has_investment,0.5089323024172273,1.0000,leftover_days=0.6832 last_n=88
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_has_tpv,0.5019364833462433,1.0000,leftover_days=0.7076 last_n=10
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_has_saving,0.5006971340046475,1.0000,leftover_days=0.7128 last_n=9
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_custom_share,0.5300611192089478,1.0000,left_days=0.6485 left_acc=0.5484 kind=inventory twin
2026-09-19T02:40,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_has_rest_resid_days,0.64854412557297,1.0000,invest=0.6832 drop_all=True hole=0.9913
2026-09-19T02:40,R4,4,4348a23d,G,-,g_has_rest_qa,train,g_has_checking_hole,0.9912911775842483,1.0000,confirm991=True leftover_cm=23 rise_only=True
2026-09-19T02:40,R4,4,4348a23d,G,-,g_has_rest_qa,holdout,g_has_tpv_last_n_hold,0,1.0000,train_last=10 hold_ever=0
2026-09-19T04:41,R4,4,86399952,E,y7_top1_lost,pending_qa,train_cv,auroc_pending_ushape_dist,0.5615702087508024,1.0000,tail=0.5551 after_iss=0.5576 lives=True
2026-09-19T04:41,R4,4,86399952,E,y7_top1_lost,pending_qa,train_cv,auroc_pending_fold4,0.3630986337598288,1.0000,issued_lag1_f4=0.6474 turnover_f4=0.680 issued_owns=True
2026-09-19T02:42,R4,4,4348a23d,G,y3_recover_cash_6m,g_has_rest_qa,train_cv,auroc_g_custom_share_honest_days,0.0,1.0000,fake=True ols=0.6485 rho_resid=0.840 dilution=1.000 kind=dies after accounts (0.548<0.55; ρ vs accounts=0.064 not a twin). Not a mix left
2026-09-19T04:44,R4,4,a19d4e07,E,y7_top1_lost,dpo_qa,train_cv,auroc_e_dpo_proxy,0.45016683145768255,0.5118,iss=0.6295 dso=0.4311 leftover_dso=0.4711 leftover_iss=0.4432 y7=CLOSE
2026-09-19T04:44,R4,4,a19d4e07,E,y3_recover_cash_6m,dpo_qa,train_cv,auroc_e_dpo_proxy,0.6269958759529755,0.5118,days=0.7114 leftover_days=0.6529 y3=CLOSE / DROP from the 44
2026-09-19T04:44,R4,4,a19d4e07,E,y5_ap_od30_ownp80,dpo_qa,train_cv,auroc_e_dpo_proxy_leak_only,0.445413395197232,0.5118,Y5 never E; leftover_paid=0.5741 rho_od30=0.6324 leak=not the Y
2026-09-19T04:44,R4,4,a19d4e07,E,-,dpo_qa,train,rho_dpo_vs_dso,0.456109497595605,0.5118,paid=0.2252 od=0.4999 od30=0.6324 issued=-0.1089 size=-0.0251
2026-09-19T04:44,R4,4,a19d4e07,E,y7_top1_lost,dpo_qa,train_cv,auroc_dpo_resid_dso_issued,0.4627034943808345,0.5118,after_dso=0.4711 after_iss=0.4432 lives=False
2026-09-19T04:44,R4,4,a19d4e07,E,y3_recover_cash_6m,dpo_qa,train_cv,auroc_dpo_resid_days,0.6528920218905206,0.5118,clip_days=0.5686 drop44=True
2026-09-19T04:44,R4,4,a19d4e07,E,y7_top1_lost,dpo_qa,train_cv,auroc_e_dpo_proxy_lag1_short,0.4500079419938336,0.9365,q6=CLOSE early_cov=0.9365 exists_early=True
2026-09-19T04:44,R4,4,a19d4e07,E,-,dpo_qa,train,dpo_share_gt24,0.08985132514544279,0.5118,p99=802.4125 max=114831.0072 acf1=0.2437 dark_nan=True
2026-09-19T04:46,R4,4,a19d4e07,E,y3_recover_cash_6m,dpo_qa,train_cv,auroc_dpo_resid_days_drop24,0.4324250681226072,0.5118,tail_artifact=True clip12=0.5842 after_iss=0.5975
2026-09-19T04:46,R4,4,a19d4e07,E,y3_recover_cash_6m,dpo_qa,train_cv,auroc_e_dpo_proxy_lag1,0.6100544083025319,0.9365,short=0.6125 lag_leftover=0.6646 lag_drop24=0.4333
2026-09-19T04:46,R4,4,a19d4e07,E,-,dpo_qa,train,icc_dpo_clip24,0.9080323238794831,0.5118,icc_raw=0.8066 acf_clip=0.2996 BETWEEN_if_clipped
2026-09-19T04:47,R4,4,c9e14b20,D,-,supp_hhi_qa,train,d_supp_hhi_cov,0.5007798837264262,0.5008,ever_n=741 dark_nn=0 dark_co=470 ok=True
2026-09-19T04:47,R4,4,c9e14b20,D,-,supp_hhi_qa,train,rho_supp_hhi_vs_top1,0.986519478470371,1.0000,cust_hhi=0.1582 tx_cp=-0.1458 size=-0.3556 twin=True
2026-09-19T04:47,R4,4,c9e14b20,D,y3_recover_cash_6m,supp_hhi_qa,train_cv,auroc_d_supp_hhi,0.6528769268979633,0.5008,vs_size=0.6166 vs_days=0.7114 leftover_days=0.4640 y3=DROP
2026-09-19T04:47,R4,4,c9e14b20,D,y4_ds_r_double,supp_hhi_qa,train_cv,auroc_d_supp_hhi,0.525143892188493,0.5008,vs_size=0.5071 vs_cust_lag3=0.6047 leftover_cust=0.5226 body=0.5231 y4=DROP
2026-09-19T04:47,R4,4,c9e14b20,D,y5_ap_od30_ownp80,supp_hhi_qa,train_cv,auroc_d_supp_hhi,0.5386288331259379,0.5008,vs_size=0.5562 size_on_def=0.5446 leftover_size=0.5254 y5=PARK
2026-09-19T04:47,R4,4,c9e14b20,D,y5_ap_od30_ownp80,supp_hhi_qa,train,y5_supp_hhi_tail_rate,0.0273972602739726,1.0000,rest=0.0861 confirm=True quote=0.027/0.086
2026-09-19T04:47,R4,4,c9e14b20,D,y5_ap_od30_ownp80,supp_hhi_qa,train,y5_leftover_after_drop_tail,0.6548672566371682,1.0000,full=0.6510 delta=0.0038408636752913505 increased=False
2026-09-19T04:47,R4,4,c9e14b20,D,-,supp_hhi_qa,train,supp_hhi_lose_44,1.0,0.5008,overall=DROP y3=DROP y4=DROP y5=PARK kind=different object (protective / leftover)
2026-09-19T04:47,R4,4,c9e14b20,D,-,supp_hhi_qa,train,icc_d_supp_hhi,0.9592708670908516,1.0000,eta2=0.6388 trait=True demean_y3=0.5092
2026-09-19T02:49,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_bal_vol,0.692325153632875,0.1991,leftover_days=0.7335 rho_javier=0.354 drop44=YES illegal_x
2026-09-19T02:49,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_runway,0.5958095249740871,0.8770,KEEP Q1 description; DROP from 44 as Y3 X; PARK forecast Y
2026-09-19T02:49,R4,4,c8b1440a,B,y2_neg_2of3,b_on_44_qa,train_cv,auroc_b_below_0,0.8962799165621151,1.0000,LOCK leak not KEEP leftover_dies=False
2026-09-19T02:49,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_on_44_resid_days,0.7335076673482976,1.0000,any_live=True drop_all_x=True days=0.711 size=0.617
2026-09-19T02:49,R4,4,c8b1440a,B,-,b_on_44_qa,train,b_bal_vol_vs_a_vol_rho,0.3541446934196894,0.7070,DRIFT confirm=True quote=0.354 leftover_after_javier=0.6206337939153402
2026-09-19T02:49,R4,4,c8b1440a,B,-,b_on_44_qa,holdout,holdout_n_companies,72,1.0000,ok72=True y2_pos=23 y3_pos=14 no_auroc
2026-09-19T04:49,R4,4,c9e14b20,D,y5_ap_od30_ownp80,supp_hhi_qa,train,size_rank_d_supp_hhi,0.6632919127589452,1.0000,quote=0.663 match=True park=True
2026-09-19T04:49,R4,4,c9e14b20,D,y3_recover_cash_6m,supp_hhi_qa,train_cv,y3_body_leftover_days,0.4110419470546315,1.0000,body_raw=0.6606 days=0.7412 dies=True
2026-09-19T02:51,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_d_runway_rank_leftover,0.6714475210022435,0.7070,path_leak=False t1_survive_vs_days=True q1_crash=True
2026-09-19T02:51,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_runway_last_lookahead,0.8234163496003551,1.0000,LOOK-AHEAD still vs month-t=0.596 last_p50=1.079
2026-09-19T04:51,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_e_dso_proxy,0.4310595503847954,0.4057,iss=0.6295 leftover_iss=0.4518 leftover_delay=0.5608 y7=CLOSE
2026-09-19T04:51,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_e_dso_proxy,0.564103007129582,0.4057,days=0.7114 leftover_days=0.4740 y3=CLOSE / DROP from the 44
2026-09-19T04:51,R4,4,e8b2c0d4,E,-,dso_qa,train,rho_dso_vs_dpo,0.45610949759560504,0.4057,delay=0.2137 od=0.2288 issued=-0.0483 size=0.0635
2026-09-19T04:51,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_issued_lag1,0.45177294170487825,0.4057,after_delay=0.5608 lives=False drop44=True
2026-09-19T04:51,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_days,0.47404907205247626,0.4057,clip_days=0.5486 drop24=0.4237 tail=False
2026-09-19T04:51,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_delay_coll,0.5608372945529222,0.4057,shap_delay=not just delay samen=0.5608 delay_keep=0.5814
2026-09-19T04:51,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_e_dso_proxy_fold4,0.3422736511456024,0.4057,iss4=0.6474 q1_dso=0.4554 q1_n=1331 issued_owns=True
2026-09-19T04:51,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_e_dso_proxy_lag1_short,0.4215593413009113,0.8730,q6=CLOSE early_cov=0.8730 exists_early=True
2026-09-19T04:51,R4,4,e8b2c0d4,E,-,dso_qa,train,dso_share_gt24,0.0717697774670861,0.4057,p99=747.2652 max=2190260.6929 acf1=0.2550 dark_nan=True vs_dpo_gt24=0.0899
2026-09-19T04:51,R4,4,e8b2c0d4,E,-,dso_qa,train,icc_e_dso_proxy,0.6275173512260178,0.4057,acf1=0.2550 clip_icc=0.9120 BETWEEN=False
2026-09-19T02:52,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_d_runway_after_days_runway,0.5600921637202879,0.7070,rank=0.653 t1_foldmin=0.561 invert=False died_adj=False
2026-09-19T02:52,R4,4,c8b1440a,B,y3_recover_cash_6m,b_on_44_qa,train_cv,auroc_b_d_runway_q1_dummy,0.6493331646049375,0.7070,cont=0.659 almost_flag=True body_left=0.527 q1_share_pos=0.473
2026-09-19T04:53,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_delay_drop24,0.4238548861152858,0.4057,raw=0.5608 clip24=0.4036 tail=True
2026-09-19T04:53,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_days_size,0.618447224334479,0.4057,days=0.4740 both_drop=0.4185 lag1_clone=True
2026-09-19T04:54,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_log1p_dso_resid_days,0.5599593113315716,0.4057,log_raw=0.5643 y7_iss=0.4313 y7_delay=0.3889
2026-09-19T04:54,R4,4,e8b2c0d4,E,-,dso_qa,train,rho_dso_lag1_vs_days,0.0229200970348312,0.4057,now_days=0.0217 clip_days=0.0230 clip_left=0.5690
2026-09-19T04:55,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_iss_shortq1,0.47173625375526085,0.4057,q1_dso=0.4554 q1_iss=0.6035 q1_delay_left=0.5208
2026-09-19T04:56,R4,4,e4a91c7b,-,-,brief_map,compile,n_map_rows,51,1.0000,"six-question compile; issues=11; resolved=19; in_flight=B,DSO; quotes unchanged"
2026-09-19T04:56,R4,4,e4a91c7b,-,-,brief_map,compile,n_keep_drop_resolved,19,1.0000,later leftover QA wins; B/DSO in-flight
2026-09-19T04:56,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_iss_long18,0.6133272785029908,0.4057,long_raw=0.6072 long_iss=0.6462 short_left=0.5029 slice_only_not_KEEP
2026-09-19T04:58,R4,4,7f2e91c4,D,y3_recover_cash_6m,d_tx_qa,train_cv,auroc_d_tx_cp_share,0.5335131444385481,0.9918,days=0.7114 leftover_days=0.6003 y3=CLOSE / DROP from the 44
2026-09-19T04:58,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train_cv,auroc_d_tx_cp_share,0.5764994075299099,0.9918,train=0.6114 leftover_size=0.5793 quote=KEEP the 0.611 quote
2026-09-19T04:58,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train,auroc_d_tx_cp_share_train,0.6113874359992938,0.9918,CONFIRM_0.611=True cv=0.5765 drop44=True
2026-09-19T04:58,R4,4,7f2e91c4,D,-,d_tx_qa,train,rho_d_tx_vs_miss_cp,-0.9471393033413534,0.9918,CONFIRM_-0.947=True uncat=-0.1406 size=0.0268
2026-09-19T04:58,R4,4,7f2e91c4,D,y3_recover_cash_6m,d_tx_qa,train_cv,auroc_d_tx_resid_days,0.6003472095349973,0.9918,dies=False after_miss=0.5093 r2=0.0000
2026-09-19T04:58,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train_cv,auroc_d_tx_resid_size,0.5793052583453289,0.9918,dies=False after_miss=0.4537 fold3=0.8594
2026-09-19T04:58,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train,d_tx_fold3_hole_share,0.859375,0.9918,one_group=True collapse=True train_wo=0.5408
2026-09-19T04:58,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_iss_roll_t3,0.48921235328003054,0.4057,raw=0.4846 iss=0.5961 y3_left=nan persist_twice=126
2026-09-19T04:59,R4,4,7f2e91c4,D,y3_recover_cash_6m,d_tx_qa,train_cv,auroc_d_tx_rank_resid_days,0.5372495229986346,0.9918,ols=0.6003 clone=False honest_dies=True
2026-09-19T04:59,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train_cv,auroc_d_tx_resid_j_pay_match,0.5878054743767576,0.4560,rho=0.2622 y3_left=0.6017 dark_nn=0
2026-09-19T05:00,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train,auroc_d_tx_drop_top_f3_group,0.5920613409881516,0.9918,top=GROUP_0079 n_g=4 one_name=False
2026-09-19T05:00,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_days_roll_pool,0.7280405405405406,0.4057,days=0.6331 n=1301 pos=98 delay_roll=0.5207 clean_iss=0.3996
2026-09-19T05:00,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_days_clean_refit,0.4231776501923109,0.4057,dso=0.4296 days=0.7129 size=0.6218 y7_left=0.4198 artifact=False
2026-09-19T05:01,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train,auroc_dso_resid_days_roll_drop24,0.6655122655122655,0.4057,left=0.7280 dso=0.7333 days=0.6331 size=0.5839 tail=False
2026-09-19T05:01,R4,4,e4a91c7b,-,-,brief_map,compile,n_source_issues,0,1.0000,0 = every KEEP/CLOSE/DROP number is in its source md
2026-09-19T05:01,R4,4,7f2e91c4,D,y5_ar_od30_sust,d_tx_qa,train,auroc_d_tx_drop_4_hole_groups,0.5348024247813984,0.9918,"groups=['GROUP_0079', 'GROUP_0132', 'GROUP_0081', 'GROUP_0018'] cv=0.5288 leftover_size=0.5288"
2026-09-19T05:02,R4,4,e8b2c0d4,E,y6_zero_in_3,dso_qa,train_cv,auroc_dso_resid_iss_y6,0.5836977102528202,0.4057,dso=0.5864 iss=0.7253 drop_aug_iss=0.4518 not_a_new_y
2026-09-19T05:03,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_days_labeled_slope,0.6973900867567122,0.4057,y7_iss=0.4518 y7_delay=0.5646
2026-09-19T05:03,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_rank_dso_resid_days,0.5686060966958457,0.4057,raw_rank=0.5641 y7_iss=0.4308 y7_delay=0.3822
2026-09-19T05:04,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train,rho_dso_labeled_resid_vs_days,-0.9607274299461727,0.4057,raw=-0.0122 left=0.6974 clip=0.4577 false_clone=True mix=0.4485
2026-09-19T05:05,R4,4,e8b2c0d4,E,y7_top1_lost,dso_qa,train_cv,auroc_dso_resid_pending,0.43077753888965536,0.4057,y3=0.5305 y3_pd=0.5297 y7_ap=0.4491 mix_clone=True
2026-09-19T05:06,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_zero_in,0.5739255638110421,0.4057,rho_vs_days=-0.0579 clone=False y7_paid=0.4708
2026-09-19T05:07,R4,4,e8b2c0d4,E,y3_recover_cash_6m,dso_qa,train_cv,auroc_dso_resid_zero_days,0.6240116719585463,0.4057,days=0.7114 rho=0.7464 clone=False
2026-09-19T05:08,R4,4,b4e81c2a,D,-,cust_hhi_qa,train,d_cust_hhi_cov,0.42198799451718105,0.4220,ever_n=674 dark_nn=0 dark_co=470 ok=True
